property_id,floor_area_m2,energy_efficiency_score,walls_eff_score,roof_eff_score,windows_eff_score,mainheat_eff_score
P1881,138.0,59,2,4,3,4
P1496,141.0,72,3,4,4,4
P1076,78.0,88,4,4,3,4
P1742,87.0,66,4,4,4,4
P1908,63.0,69,3,4,4,4
P0346,94.0,56,1,4,3,4
P0743,66.0,64,1,4,4,4
P1159,68.0,66,3,4,4,4
P0581,72.0,59,3,1,4,4
P2248,61.0,80,4,4,2,4
P1439,82.0,73,3,4,3,4
P0803,56.0,68,1,4,2,4
P1961,79.0,63,2,4,4,4
P2227,71.0,63,4,4,3,4
P0343,82.0,66,3,1,4,4
P1094,86.0,73,3,4,4,4
P0765,93.0,64,2,5,3,4
P2432,53.0,73,4,5,3,4
P1451,88.0,74,3,4,4,4
P1524,65.0,67,3,4,4,4
P2305,55.0,74,4,3,2,4
P0643,69.0,66,3,4,4,4
P1135,109.0,76,4,5,4,4
P0184,70.0,71,4,3,3,4
P1814,84.0,69,1,5,3,4
P0585,81.0,80,3,5,3,4
P0242,82.0,68,4,4,3,4
P0647,86.0,81,4,4,4,4
P1477,94.0,68,3,3,3,4
P2320,37.0,75,4,4,2,4
P0231,67.0,61,3,4,4,4
P2313,50.0,77,4,5,4,4
P2382,68.0,76,2,4,2,4
P0808,86.0,58,1,4,3,4
P1940,106.0,66,3,4,4,4
P0377,96.0,61,1,4,4,4
P2221,43.0,71,3,4,4,4
P0156,83.0,67,2,4,3,4
P2290,68.0,74,4,3,4,4
P1009,360.0,81,4,4,4,4
P2112,39.0,82,3,4,4,4
P0509,87.0,71,3,4,4,4
P0986,80.0,57,1,5,3,4
P0341,105.0,65,2,3,2,4
P2001,55.0,67,4,4,3,4
P1434,87.0,55,4,4,3,4
P1378,64.0,61,4,4,4,3
P0226,122.0,77,4,5,3,4
P0550,76.0,59,2,4,3,4
P1171,81.0,59,1,5,4,2
P1414,82.0,60,2,2,3,4
P0617,74.0,68,1,3,3,4
P1533,67.0,71,3,4,3,4
P1249,74.0,72,3,4,3,4
P1001,81.0,47,1,5,2,4
P2036,62.0,68,4,5,4,4
P1871,87.0,70,4,4,3,4
P0628,79.0,36,1,5,3,4
P1561,84.0,75,4,4,4,4
P2088,61.0,69,4,4,4,4
P0927,83.0,67,4,4,3,4
P1409,58.0,71,2,5,2,4
P0303,67.0,74,3,3,4,4
P1452,81.0,69,4,4,2,4
P1192,67.0,71,3,4,3,4
P2240,61.0,83,4,4,4,4
P0987,78.0,59,1,3,3,4
P0709,81.0,78,5,4,4,4
P0527,64.0,68,3,4,4,4
P1514,75.0,85,3,4,4,4
P2386,45.0,73,1,3,3,4
P0054,79.0,71,4,1,4,4
P2083,58.0,70,4,5,3,4
P1752,65.0,69,2,5,2,4
P1907,73.0,73,4,4,4,4
P1454,99.0,84,4,4,4,4
P1345,66.0,70,3,4,4,4
P0029,73.0,75,4,4,4,4
P0825,76.0,68,1,4,2,4
P1738,99.0,69,4,3,3,4
P1444,94.0,70,4,4,4,4
P1835,69.0,66,3,4,4,4
P1103,67.0,66,3,4,4,4
P0919,66.0,70,4,4,4,4
P1480,82.0,75,4,4,4,4
P0720,97.0,62,4,3,3,4
P0146,79.0,66,3,4,4,4
P1619,78.0,69,4,5,2,4
P1259,86.0,67,3,3,4,4
P1673,54.0,71,4,3,2,4
P1453,67.0,71,4,5,3,4
P1785,69.0,70,3,4,4,4
P0247,96.0,61,3,1,3,4
P0773,80.0,14,3,1,3,1
P1044,68.0,64,1,3,4,4
P0991,103.0,62,1,4,2,4
P1733,63.0,69,4,4,3,4
P1047,84.0,62,3,3,4,4
P1719,78.0,61,3,4,4,4
P1964,83.0,73,4,4,4,4
P1892,72.0,68,3,4,4,4
P0639,78.0,69,2,4,3,4
P0086,78.0,73,4,4,4,4
P0451,58.0,57,1,4,3,4
P2368,66.0,50,1,1,4,4
P1974,135.0,40,1,1,3,4
P0067,38.0,73,4,3,2,4
P0883,117.0,72,1,4,4,4
P1377,83.0,71,3,4,3,4
P2146,47.0,81,3,4,4,4
P1758,145.0,72,4,3,3,4
P2490,48.0,61,1,1,3,4
P0281,64.0,79,4,4,4,4
P0929,67.0,67,3,4,3,4
P0841,69.0,67,3,4,4,4
P0187,67.0,69,3,4,4,4
P1011,83.0,68,3,4,4,4
P1026,64.0,71,4,4,4,4
P1119,78.0,77,3,4,3,4
P0269,82.0,69,1,4,4,4
P2224,49.0,65,4,4,4,4
P0669,65.0,67,3,4,4,4
P0017,74.0,64,1,4,3,4
P1370,88.0,65,2,3,2,4
P2011,39.0,70,3,4,4,4
P1038,77.0,66,3,4,4,4
P0329,94.0,76,4,5,3,4
P0140,111.0,50,2,4,2,4
P0336,101.0,52,1,1,3,4
P0219,65.0,68,2,1,4,4
P0780,77.0,68,3,4,4,4
P0419,86.0,60,1,4,4,4
P1989,62.0,65,4,4,4,4
P2103,48.0,79,3,4,4,4
P0547,66.0,64,3,4,3,4
P2145,68.0,65,4,4,4,4
P1784,64.0,60,1,1,4,4
P1553,92.0,80,5,5,4,4
P1573,96.0,74,4,5,2,4
P0237,69.0,66,3,4,4,4
P0175,121.0,57,1,1,4,4
P1978,70.0,65,4,4,3,4
P2306,63.0,77,4,4,4,3
P2175,98.0,67,5,3,3,4
P0381,108.0,70,4,4,2,4
P1797,67.0,74,4,5,3,4
P1153,84.0,81,3,4,4,4
P0889,83.0,70,4,5,3,4
P0936,231.0,79,4,4,4,4
P1139,75.0,60,1,5,3,4
P0291,97.0,65,1,4,4,4
P1309,86.0,73,1,3,3,4
P0951,75.0,60,1,3,4,4
P1479,74.0,65,2,2,3,4
P0459,142.0,72,1,4,3,4
P0544,82.0,72,4,4,4,4
P0674,74.0,63,4,4,3,4
P1684,78.0,73,4,5,3,4
P0898,80.0,64,3,5,4,4
P1036,82.0,62,2,5,3,4
P0408,97.0,65,1,3,1,4
P0769,85.0,51,1,1,4,4
P1646,99.0,76,4,4,3,4
P1403,47.0,77,4,4,4,3
P1560,64.0,75,4,4,3,4
P1269,67.0,65,3,4,3,4
P0023,65.0,59,1,3,3,4
P1308,84.0,77,3,4,4,4
P0575,46.0,65,3,4,3,4
P0272,67.0,54,2,4,4,4
P0506,69.0,82,4,4,4,4
P0302,69.0,65,3,4,4,4
P2402,52.0,74,3,4,3,4
P2089,62.0,69,4,4,4,4
P1295,69.0,66,3,4,4,4
P0999,62.0,65,4,4,4,4
P1973,62.0,65,4,4,4,4
P1604,93.0,74,4,4,4,4
P2133,61.0,66,4,4,4,4
P0965,68.0,66,3,4,4,4
P0243,67.0,66,3,4,4,4
P2162,40.0,84,3,4,4,4
P1346,82.0,69,2,5,3,4
P1244,60.0,74,4,4,3,4
P1521,106.0,67,1,4,4,4
P1913,85.0,69,4,4,3,4
P0862,67.0,66,3,4,4,4
P1509,83.0,71,4,4,4,4
P2422,36.0,59,1,2,4,4
P0167,91.0,67,1,4,3,4
P1131,103.0,72,3,4,4,4
P1311,67.0,70,4,4,4,4
P0173,117.0,71,4,4,3,4
P1147,87.0,71,3,5,3,4
P1808,96.0,72,3,4,4,4
P1708,57.0,62,1,5,4,4
P1284,81.0,59,1,4,3,4
P1864,70.0,57,1,1,4,4
P0543,76.0,69,1,3,2,4
P2150,60.0,80,4,5,2,4
P0360,74.0,70,3,4,3,4
P2231,39.0,64,3,4,4,4
P2108,62.0,70,4,4,4,4
P2458,61.0,56,2,4,3,2
P1958,79.0,72,4,4,3,4
P0565,66.0,70,3,4,4,4
P1820,53.0,56,1,5,2,4
P1408,81.0,71,3,3,3,4
P2158,59.0,65,3,4,4,4
P1004,81.0,71,3,3,3,4
P1368,99.0,69,3,4,4,4
P0597,60.0,67,1,5,3,4
P1412,80.0,63,1,5,4,4
P1965,81.0,70,3,4,4,4
P0484,118.0,45,1,1,4,4
P2176,48.0,85,3,4,3,4
P1847,195.0,57,2,4,1,4
P1886,68.0,66,3,4,4,4
P1939,81.0,72,3,4,3,4
P1279,75.0,71,4,4,3,4
P1293,85.0,73,4,4,4,4
P0014,85.0,83,4,4,4,4
P0719,68.0,60,1,1,4,4
P1227,90.0,46,4,1,3,3
P1027,101.0,62,2,3,2,4
P1954,66.0,65,3,4,3,4
P1843,89.0,67,3,3,3,4
P0326,73.0,73,4,4,4,4
P1053,65.0,66,3,4,4,4
P2144,51.0,78,3,4,4,4
P0873,69.0,67,1,4,4,4
P0902,72.0,69,3,4,4,4
P2373,39.0,79,5,4,4,1
P1894,69.0,69,3,3,4,4
P2002,66.0,71,4,4,4,4
P0027,71.0,69,1,4,2,4
P1193,84.0,85,4,4,3,4
P1563,64.0,70,4,5,3,4
P1541,67.0,66,3,4,4,4
P1508,70.0,73,4,4,4,4
P2047,43.0,80,3,5,4,4
P1943,92.0,73,5,4,4,4
P0063,155.0,64,1,3,2,4
P0916,88.0,57,4,5,3,4
P1678,88.0,72,4,5,3,4
P2069,47.0,57,4,4,3,4
P0531,86.0,74,4,5,3,4
P1878,64.0,69,1,3,2,4
P1228,63.0,68,4,4,4,4
P0775,100.0,62,3,1,3,4
P0077,84.0,70,3,5,3,4
P0340,64.0,61,1,4,3,4
P0344,113.0,74,4,5,4,4
P0718,90.0,67,3,4,3,4
P0162,100.0,66,4,1,3,4
P0238,64.0,81,4,4,4,4
P1949,84.0,77,4,4,4,4
P0362,81.0,73,2,4,3,4
P2197,54.0,61,2,2,3,4
P1299,65.0,65,3,4,4,4
P1535,86.0,81,4,4,4,4
P0829,79.0,46,4,1,3,4
P2421,55.0,77,4,3,3,4
P2034,60.0,69,4,4,3,4
P0452,40.0,69,4,4,2,4
P0815,86.0,70,4,4,4,4
P0270,82.0,45,3,5,3,4
P0266,139.0,74,1,4,3,4
P1237,67.0,67,3,4,4,4
P2143,61.0,61,5,1,3,4
P1387,67.0,66,3,4,3,4
P0610,86.0,75,4,5,2,4
P2041,48.0,69,4,5,4,4
P2067,61.0,71,4,4,4,4
P0214,69.0,69,3,4,4,4
P0049,94.0,66,1,4,4,4
P1740,86.0,70,4,2,4,4
P0649,86.0,83,4,4,3,4
P0963,76.0,67,3,4,4,4
P0682,114.0,71,3,4,4,4
P1405,64.0,73,4,4,4,4
P0824,70.0,75,4,4,3,4
P2440,62.0,43,4,5,3,1
P1064,72.0,74,4,5,2,4
P0591,67.0,60,4,4,4,4
P2226,43.0,66,3,4,4,4
P0310,87.0,61,4,4,3,3
P0816,79.0,69,3,4,4,4
P1748,82.0,65,1,4,4,4
P0745,81.0,63,1,4,4,4
P2375,41.0,72,3,4,4,4
P0665,69.0,73,4,4,4,4
P1235,63.0,64,3,4,4,4
P2055,46.0,80,3,4,3,4
P0602,76.0,77,1,5,3,4
P0314,66.0,47,4,2,1,3
P1582,63.0,68,3,4,4,4
P1318,90.0,76,4,4,3,4
P1658,64.0,73,4,4,3,4
P0479,67.0,72,4,4,3,4
P1520,81.0,69,3,4,4,4
P1953,64.0,73,4,4,4,4
P2181,61.0,85,4,4,4,4
P0259,61.0,60,1,4,2,4
P0646,77.0,75,4,4,3,4
P2208,43.0,83,3,4,4,4
P2283,71.0,63,4,3,1,4
P1915,68.0,67,1,4,4,4
P2027,58.0,71,4,3,3,4
P1896,67.0,67,3,4,4,4
P1357,82.0,70,4,4,3,4
P2013,49.0,71,4,5,4,4
P0704,85.0,72,4,4,4,4
P2332,53.0,72,3,4,4,4
P0147,63.0,66,3,4,4,4
P1512,63.0,65,3,4,4,4
P1823,141.0,62,1,5,3,4
P0415,59.0,72,4,5,3,4
P0612,64.0,81,4,4,4,4
P1278,81.0,66,3,4,4,4
P1662,74.0,70,4,4,3,4
P0091,60.0,29,1,5,3,1
P0528,66.0,66,3,4,4,4
P0239,67.0,66,3,4,3,4
P2056,39.0,71,3,4,4,4
P1666,66.0,61,4,4,4,4
P0960,103.0,57,1,2,3,4
P1780,115.0,66,4,4,3,4
P2032,39.0,72,3,4,4,4
P0640,87.0,72,4,4,4,4
P2121,62.0,83,4,5,2,4
P1199,86.0,58,1,1,4,4
P0624,85.0,72,4,4,4,4
P1663,64.0,67,4,4,4,4
P0221,73.0,57,1,4,4,4
P0754,66.0,66,3,4,4,4
P1641,66.0,62,3,4,1,4
P1165,63.0,66,4,2,2,4
P0031,82.0,61,1,4,3,4
P1559,70.0,65,2,3,3,4
P1984,48.0,76,3,4,3,4
P0508,80.0,67,4,3,3,4
P0138,68.0,65,2,4,3,4
P0855,68.0,65,4,5,2,4
P0474,83.0,75,4,4,4,4
P2245,60.0,82,4,4,2,4
P0250,64.0,67,3,4,4,4
P0283,150.0,82,5,4,4,4
P2478,48.0,59,1,1,4,4
P1854,141.0,74,4,5,3,4
P0786,78.0,69,4,4,2,4
P1137,116.0,57,4,3,3,4
P1322,84.0,67,2,4,2,4
P1625,118.0,77,4,4,2,4
P0276,63.0,80,4,4,4,4
P0119,81.0,61,1,4,4,4
P2475,41.0,73,1,3,4,4
P2078,59.0,65,4,5,3,4
P1963,67.0,58,4,3,4,4
P1862,67.0,67,2,5,4,4
P2363,97.0,62,1,3,1,4
P0564,101.0,52,1,4,4,4
P0405,126.0,41,1,3,3,4
P0005,234.0,81,5,4,4,4
P0895,67.0,71,3,4,4,4
P1515,79.0,65,3,4,3,4
P2168,61.0,74,4,4,2,4
P0421,75.0,60,3,1,4,4
P2302,125.0,57,2,2,1,4
P1207,83.0,70,3,4,4,4
P2010,61.0,65,4,4,4,4
P2282,69.0,65,1,4,3,4
P2424,74.0,64,2,1,3,4
P1992,67.0,77,4,4,4,4
P2200,69.0,67,4,5,3,4
P0589,78.0,64,1,2,4,4
P1594,71.0,56,1,1,4,4
P1624,102.0,57,1,4,4,4
P0998,86.0,73,4,4,4,4
P1890,83.0,63,4,1,4,4
P1022,71.0,68,3,4,4,4
P0759,70.0,78,5,4,4,4
P0286,108.0,71,4,3,3,4
P0961,105.0,67,4,3,3,4
P1500,67.0,66,3,4,4,4
P2433,19.0,70,4,4,3,3
P1456,70.0,49,1,1,4,4
P2365,88.0,75,4,4,4,3
P0820,85.0,75,5,4,3,4
P1720,142.0,70,4,5,2,4
P1114,82.0,65,3,4,4,4
P0225,64.0,70,4,4,4,4
P0190,64.0,68,3,4,4,4
P2408,40.0,71,1,4,2,4
P0151,67.0,72,4,5,3,4
P0428,73.0,72,1,4,3,4
P0853,63.0,69,3,4,4,4
P2003,61.0,83,4,4,4,4
P0949,68.0,66,1,4,3,4
P1113,65.0,77,3,4,3,4
P1652,66.0,69,1,4,4,4
P2330,49.0,76,4,5,3,4
P0342,88.0,70,4,4,3,4
P1014,47.0,64,2,5,2,4
P0093,63.0,42,4,4,3,1
P1505,85.0,70,4,3,2,4
P1210,85.0,71,4,4,4,4
P1085,66.0,69,3,4,4,4
P1327,63.0,69,4,4,4,4
P1112,80.0,69,3,1,3,4
P0030,68.0,68,1,4,4,4
P2307,48.0,69,4,4,3,4
P0254,67.0,68,3,4,4,4
P1184,81.0,76,4,4,3,4
P0680,73.0,67,3,4,4,4
P2429,19.0,77,4,5,3,1
P1660,48.0,66,4,3,3,4
P0844,77.0,71,4,4,4,4
P2137,62.0,67,4,4,4,4
P2389,21.0,62,1,1,4,4
P2251,70.0,65,4,4,4,4
P1546,89.0,78,3,4,4,4
P0263,78.0,74,4,4,4,4
P1402,110.0,72,4,4,4,4
P0481,151.0,57,1,4,4,4
P2316,112.0,56,3,3,4,1
P0593,84.0,72,2,4,2,4
P1909,69.0,65,3,4,4,4
P0696,66.0,64,4,3,3,4
P2148,43.0,70,3,4,4,4
P1079,78.0,68,3,4,3,4
P1340,102.0,69,4,4,3,4
P0257,68.0,66,1,3,4,4
P1750,80.0,68,1,4,3,4
P0627,67.0,70,3,4,4,4
P2177,38.0,72,4,5,2,4
P2139,46.0,79,3,4,3,4
P1565,67.0,65,3,5,4,4
P1406,177.0,64,1,4,4,4
P0981,97.0,71,1,5,4,4
P0650,54.0,72,1,4,3,4
P0402,85.0,76,4,5,2,4
P1054,116.0,69,2,2,1,4
P0025,63.0,66,3,4,4,4
P0003,115.0,66,2,3,3,4
P1528,68.0,69,4,4,4,4
P1947,75.0,71,1,4,3,4
P2077,62.0,65,4,4,4,4
P0679,56.0,73,4,4,3,4
P1994,53.0,74,4,5,4,4
P1901,64.0,74,4,4,4,4
P0830,81.0,74,4,5,4,4
P1859,155.0,72,4,5,2,4
P1801,67.0,59,3,4,4,4
P0412,84.0,73,4,3,3,3
P0857,80.0,9,1,3,1,1
